Index,AnchorConditions,Coverage,Precision,AnchorOutput,ModelOutput,RealOutput
945,medianEntropy > 2.69,0.2555,0.7966101694915254,1.0,1.0,1.0
946,medianEntropy > 2.68,0.5101,0.6702536510376633,1.0,1.0,1.0
947,medianEntropy <= 2.65,0.2512,0.9301745635910225,-1.0,-1.0,-1.0
948,medianEntropy > 2.68,0.489,0.6630434782608695,1.0,1.0,-1.0
949,medianEntropy > 2.69,0.2544,0.7852147852147852,1.0,1.0,1.0
950,meanEntropy <= 2.66,0.2454,0.9263657957244655,-1.0,-1.0,-1.0
951,medianEntropy > 2.68,0.5084,0.6679477325134512,1.0,1.0,1.0
952,meanEntropy > 2.69,0.252,0.7824639289678136,1.0,1.0,1.0
953,meanEntropy <= 2.66,0.247,0.9656652360515021,-1.0,-1.0,-1.0
954,medianEntropy > 2.68,0.5038,0.6627810158201499,1.0,1.0,1.0
955,medianEntropy <= 2.65,0.2458,0.9326683291770573,-1.0,-1.0,-1.0
956,meanEntropy > 2.68,0.5104,0.6525896414342629,1.0,1.0,1.0
957,meanEntropy <= 2.68,0.4969,0.81169757489301,-1.0,-1.0,1.0
958,medianEntropy > 2.69,0.2423,0.7862016679302501,1.0,1.0,1.0
959,meanEntropy <= 2.66,0.2422,0.9388379204892966,-1.0,-1.0,-1.0
960,meanEntropy <= 2.68,0.5048,0.8089887640449438,-1.0,-1.0,-1.0
961,medianEntropy <= 2.68,0.5051,0.8293010752688172,-1.0,-1.0,1.0
962,medianEntropy > 2.69,0.2422,0.8005836575875487,1.0,1.0,1.0
963,medianEntropy > 2.69,0.2467,0.8041125541125541,1.0,1.0,1.0
964,medianEntropy > 2.69,0.2546,0.7917808219178082,1.0,1.0,1.0
965,meanEntropy > 2.68,0.4963,0.6752029981261711,1.0,1.0,-1.0
966,meanEntropy > 2.69,0.255,0.7978208232445521,1.0,1.0,1.0
967,medianEntropy > 2.68,0.4983,0.6595289079229122,1.0,1.0,1.0
968,medianEntropy <= 2.68,0.4919,0.8170347003154574,-1.0,-1.0,-1.0
969,medianEntropy > 2.68,0.4886,0.6570226196738559,1.0,1.0,1.0
970,medianEntropy <= 2.65,0.2544,0.9351620947630923,-1.0,-1.0,-1.0
971,meanEntropy <= 2.68,0.5006,0.8229043683589138,-1.0,-1.0,1.0
972,meanEntropy <= 2.66,0.2559,0.9351620947630923,-1.0,-1.0,-1.0
973,medianEntropy <= 2.65,0.248,0.9181636726546906,-1.0,-1.0,-1.0
974,medianEntropy <= 2.68,0.5024,0.8091908091908092,-1.0,-1.0,1.0
975,meanEntropy <= 2.68,0.4934,0.8382526564344747,-1.0,-1.0,1.0
976,meanEntropy > 2.68,0.5005,0.6847619047619048,1.0,1.0,1.0
977,medianEntropy > 2.68,0.4997,0.6488222698072805,1.0,1.0,-1.0
978,medianEntropy <= 2.65,0.251,0.944954128440367,-1.0,-1.0,-1.0
979,medianEntropy <= 2.65,0.2501,0.9420731707317073,-1.0,-1.0,1.0
980,medianEntropy <= 2.68,0.4983,0.8051623646960866,-1.0,-1.0,-1.0
981,meanEntropy <= 2.68,0.4979,0.8164794007490637,-1.0,-1.0,1.0
982,meanEntropy <= 2.68,0.5064,0.8348868175765646,-1.0,-1.0,-1.0
983,meanEntropy <= 2.68,0.5018,0.8292108362779741,-1.0,-1.0,1.0
984,medianEntropy > 2.69,0.2565,0.8084066471163245,1.0,1.0,1.0
985,medianEntropy <= 2.68,0.4979,0.8065395095367848,-1.0,-1.0,-1.0
986,medianEntropy <= 2.65,0.2489,0.9281437125748503,-1.0,-1.0,-1.0
987,medianEntropy <= 2.69,0.7506,0.5951686797167847,1.0,1.0,-1.0
988,medianEntropy > 2.68,0.4952,0.6623018607856651,1.0,1.0,1.0
989,meanEntropy <= 2.66,0.2497,0.946843853820598,-1.0,-1.0,-1.0
990,meanEntropy <= 2.69,0.7471,0.5892053973013494,1.0,1.0,1.0
991,medianEntropy <= 2.65,0.2597,0.9301745635910225,-1.0,-1.0,-1.0
992,medianEntropy <= 2.68,0.497,0.8081918081918081,-1.0,-1.0,1.0
993,medianEntropy <= 2.65,0.2509,0.96,-1.0,-1.0,1.0
994,meanEntropy <= 2.68,0.5018,0.8121878121878122,-1.0,-1.0,1.0
995,meanEntropy <= 2.66,0.2464,0.9161490683229814,-1.0,-1.0,-1.0
996,meanEntropy <= 2.68,0.4966,0.8202115158636898,1.0,1.0,-1.0
997,medianEntropy <= 2.69,0.7463,0.6045197740112994,1.0,1.0,1.0
998,medianEntropy > 2.69,0.2423,0.7872127872127872,1.0,1.0,1.0
999,meanEntropy > 2.68,0.4933,0.6865079365079365,1.0,1.0,1.0
