Index,AnchorConditions,Coverage,Precision,AnchorOutput,ModelOutput,RealOutput
738,medianEntropy <= 2.75 AND meanEntropy <= 2.75,0.4923,0.6072507552870091,1.0,1.0,1.0
739,medianEntropy <= 2.72,0.2483,0.7102414654454621,1.0,1.0,1.0
741,medianEntropy > 2.72,0.7546,0.7951706910907577,-1.0,-1.0,1.0
745,medianEntropy <= 2.72,0.2434,0.7296969696969697,1.0,1.0,1.0
748,meanEntropy > 2.75,0.4936,0.9040959040959041,-1.0,-1.0,-1.0
750,medianEntropy > 2.72,0.7441,0.8168701442841287,-1.0,-1.0,1.0
754,medianEntropy <= 2.72,0.2549,0.7058823529411765,1.0,1.0,1.0
759,medianEntropy <= 2.72,0.2465,0.7365269461077845,1.0,1.0,1.0
761,medianEntropy <= 2.72,0.2496,0.746922024623803,1.0,1.0,1.0
764,medianEntropy > 2.72,0.7516,0.8061938061938062,-1.0,-1.0,1.0
768,medianEntropy > 2.78,0.2422,0.9476309226932669,-1.0,-1.0,-1.0
770,medianEntropy > 2.75,0.4996,0.9401993355481728,-1.0,-1.0,-1.0
772,medianEntropy <= 2.72,0.2532,0.7066167290886392,1.0,1.0,1.0
774,meanEntropy > 2.78,0.2437,0.9501661129568106,-1.0,-1.0,-1.0
776,medianEntropy > 2.78,0.2556,0.9600997506234414,-1.0,-1.0,-1.0
778,medianEntropy <= 2.75 AND meanEntropy <= 2.75,0.4929,0.6051625239005736,1.0,1.0,1.0
779,medianEntropy <= 2.72,0.2392,0.7038269550748752,1.0,1.0,1.0
780,medianEntropy > 2.72,0.7479,0.8047229791099001,-1.0,-1.0,-1.0
781,medianEntropy <= 2.72,0.2459,0.7445109780439122,1.0,1.0,1.0
783,medianEntropy <= 2.75 AND meanEntropy <= 2.75,0.4936,0.6046242774566474,1.0,1.0,1.0
784,medianEntropy > 2.78,0.2514,0.9501661129568106,-1.0,-1.0,-1.0
785,medianEntropy <= 2.72,0.2471,0.7215189873417721,1.0,1.0,1.0
786,medianEntropy > 2.72,0.7504,0.8147138964577657,-1.0,-1.0,1.0
788,medianEntropy > 2.72,0.7453,0.7971781305114638,-1.0,-1.0,-1.0
790,meanEntropy <= 2.75 AND medianEntropy <= 2.75,0.4935,0.616589861751152,1.0,1.0,1.0
791,medianEntropy > 2.72,0.7499,0.802441731409545,-1.0,-1.0,1.0
792,medianEntropy > 2.75,0.5018,0.8985024958402662,-1.0,-1.0,-1.0
798,medianEntropy <= 2.72,0.2535,0.7260606060606061,1.0,1.0,1.0
799,medianEntropy > 2.75,0.5013,0.9121756487025948,-1.0,-1.0,-1.0
800,medianEntropy > 2.78,0.2479,0.9751243781094527,-1.0,-1.0,-1.0
801,medianEntropy <= 2.72,0.2509,0.7180910099889012,1.0,1.0,1.0
802,medianEntropy <= 2.75 AND meanEntropy <= 2.75,0.4995,0.6045454545454545,1.0,1.0,1.0
804,medianEntropy > 2.72,0.7509,0.8083560399636693,-1.0,-1.0,-1.0
806,meanEntropy > 2.72,0.7504,0.7868087941372418,-1.0,-1.0,-1.0
807,meanEntropy > 2.78,0.2509,0.9568106312292359,-1.0,-1.0,-1.0
808,medianEntropy <= 2.72,0.253,0.7193932827735645,1.0,1.0,1.0
810,medianEntropy <= 2.72,0.2543,0.7242757242757243,1.0,1.0,1.0
811,meanEntropy <= 2.72,0.2537,0.7019400352733686,1.0,1.0,1.0
812,medianEntropy > 2.72,0.7523,0.8024691358024691,-1.0,-1.0,-1.0
813,medianEntropy > 2.78,0.2509,0.9568106312292359,-1.0,-1.0,-1.0
814,meanEntropy > 2.72,0.7507,0.7994289793004996,-1.0,-1.0,1.0
815,medianEntropy <= 2.72,0.2559,0.7175295186194369,1.0,1.0,1.0
816,medianEntropy > 2.78,0.2598,1.0,-1.0,-1.0,-1.0
819,medianEntropy <= 2.72,0.2489,0.7180043383947939,1.0,1.0,1.0
826,medianEntropy <= 2.72,0.2546,0.7184986595174263,1.0,1.0,1.0
828,meanEntropy <= 2.75 AND medianEntropy <= 2.75,0.4885,0.6145251396648045,1.0,1.0,1.0
829,medianEntropy > 2.72,0.7462,0.8259629101283881,-1.0,-1.0,-1.0
830,medianEntropy <= 2.72,0.2499,0.7091891891891892,1.0,1.0,1.0
831,medianEntropy <= 2.72,0.2472,0.7136514983351832,1.0,1.0,1.0
834,medianEntropy <= 2.75 AND meanEntropy <= 2.75,0.4943,0.6036988110964333,1.0,1.0,1.0
835,meanEntropy > 2.75,0.5026,0.9068219633943427,-1.0,-1.0,-1.0
837,medianEntropy <= 2.72,0.2472,0.7469879518072289,1.0,1.0,1.0
839,medianEntropy <= 2.72,0.2491,0.7200357781753131,1.0,1.0,1.0
842,medianEntropy <= 2.72,0.2518,0.7338782924613987,1.0,1.0,1.0
843,medianEntropy > 2.72,0.7592,0.811875367430923,-1.0,-1.0,-1.0
845,medianEntropy <= 2.72,0.2545,0.7247956403269755,1.0,1.0,1.0
846,medianEntropy <= 2.72,0.2563,0.7030692362598144,1.0,1.0,1.0
848,medianEntropy <= 2.72,0.2608,0.7102633969118983,1.0,1.0,1.0
850,meanEntropy > 2.75,0.4944,0.9027431421446384,-1.0,-1.0,-1.0
852,medianEntropy > 2.75,0.5033,0.9118136439267887,-1.0,-1.0,-1.0
854,meanEntropy <= 2.72,0.2495,0.7185840707964601,1.0,1.0,1.0
856,medianEntropy > 2.78,0.2466,0.9634551495016611,-1.0,-1.0,-1.0
857,medianEntropy <= 2.72,0.2507,0.6980728051391863,1.0,1.0,1.0
858,meanEntropy > 2.78,0.2466,0.94375,-1.0,-1.0,-1.0
860,meanEntropy > 2.75,0.5,0.876803551609323,-1.0,-1.0,-1.0
866,meanEntropy > 2.75,0.5037,0.8935108153078203,-1.0,-1.0,-1.0
867,medianEntropy <= 2.75 AND meanEntropy <= 2.75,0.4955,0.6352459016393442,1.0,1.0,1.0
868,medianEntropy > 2.75,0.5089,0.908485856905158,-1.0,-1.0,-1.0
870,medianEntropy <= 2.72,0.251,0.7083073079325422,1.0,1.0,1.0
873,medianEntropy <= 2.72,0.2483,0.7156033820138356,1.0,1.0,1.0
874,medianEntropy > 2.72,0.7582,0.8259783513738551,-1.0,-1.0,-1.0
876,medianEntropy > 2.78,0.2523,0.9601328903654485,-1.0,-1.0,-1.0
878,medianEntropy <= 2.72,0.2549,0.7336293007769146,1.0,1.0,1.0
879,medianEntropy <= 2.72,0.2484,0.7699680511182109,1.0,1.0,-1.0
880,medianEntropy > 2.72,0.7477,0.8021319120586275,-1.0,-1.0,1.0
